YEAR;MONTH;DAY;PERIOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
2018;1;2;1;43,33;28,63;6,72;56,82;33,06;40,09;10,86;14,87;28,43;50,49;14,2;56,96;87,04;57,99;56,56;29,95;14,76;40,14;15,24;39,41;58,92;43,43;52,51;27,82;76,38;30,36;47,22;27,43;83,87;7,88;5,87;21,22;6,58;42,83;3,87
2018;1;2;2;44,18;18,23;8,13;56,56;32,59;34,38;12,09;14,44;28,76;56,05;22,74;61,12;91,18;58,36;57,77;35,5;8,69;42,88;14,72;34,63;57,77;50,54;38,27;20,32;75,89;37,64;42,15;23,32;87,45;5,54;6,48;21,67;9,02;37,28;5,23
2018;1;2;3;48,42;19,63;6,53;55,91;19,5;46,32;11,12;13,51;23,18;51,75;26,15;59,24;92,57;63,05;53,61;36,41;14,86;35,68;19,64;33,52;45,17;35,35;55,02;26,6;77,28;29,71;28,77;31,37;68,19;7,12;6,27;17,25;9,04;52,61;6,72
2018;1;2;4;53,44;20,07;5,38;54,95;17,95;42,87;15,14;15,65;24,11;57,86;27,44;60,86;92,48;64,58;52,74;34,46;10,2;40,02;16,45;45,27;41,9;29,17;49,93;28,34;59,91;32,96;32,08;28,1;64,02;8,55;3,76;15,32;10,83;53,11;9,89
2018;1;2;5;53,36;15,1;2,15;54,59;21,04;32,76;21,12;16;34,04;63,45;18,46;66,83;87,4;64,85;59,16;31,07;2,35;42,05;14,08;54,02;49,13;24,01;28,47;25,23;39,7;41,74;37,74;18,54;64,56;9,75;3,91;17,01;12,27;39,03;15,97
2018;1;2;6;53,23;30,72;1,07;53,67;38,6;37,09;18,46;20,22;32,41;54,34;29,49;64,34;71,01;66,69;59,98;35,31;2,04;34,39;35,46;40,71;33,1;32,61;17,11;44,36;47,55;44,06;29,31;18,24;60,45;17,87;6,3;13,32;21,29;31,22;12,73
2018;1;2;7;54,38;22,94;2,14;54,8;46,77;34,92;19,66;22,94;32,19;54,41;29,23;61,72;68,09;72,76;57,79;34,62;3,66;36,32;31,84;33,24;27,91;37,65;19,47;44,34;49,92;46,59;22,84;20,42;54,26;15,56;10,11;18,78;27,31;38,14;12,9
2018;1;2;8;56,07;22,46;1,62;60,57;54,47;35,01;23,04;17,2;25,85;50,05;22,01;58,41;56,28;71,69;54,61;41,58;3,3;39,14;30,01;30,43;33,88;38,88;19,27;44,18;38,25;43,72;35,92;18,77;53,28;15,19;10,61;16,98;23,19;35,92;14,41
2018;1;2;9;65,7;30,74;3,22;63,93;53,82;34,57;34,22;17,06;14,11;52,08;16,69;58,37;44,84;79,5;59,26;59,08;3,05;38,85;32,86;24,64;37,36;35,78;22,45;50,17;33,19;39,8;38,83;19,3;60,8;19,76;12,82;18,82;17,1;32,93;15,84
2018;1;2;10;54,1;27,08;2,03;58,15;45,32;32,9;20,98;11,95;11,94;53,78;13,23;49,38;40,68;79,01;60,6;65,56;6,67;35,99;28,25;25,77;32,34;32,36;27,55;47,75;31,27;49,15;44,21;15,64;61,8;15,85;11,49;19,05;11,19;32,35;11,77
2018;1;2;11;54,8;21,21;1,12;57;34,26;31,69;17,77;11,31;9,99;50,79;8,18;55,99;44,85;76,78;53,66;56,62;11,11;36,11;21,64;22,65;26,98;26,96;24,51;42,32;29,26;52,88;42,05;11,97;68,88;9,95;10,88;21,76;6,42;26,05;13,16
2018;1;2;12;56,44;18,5;0,34;58,84;32,69;46,3;11,49;11,82;10,03;42,01;7,86;51,95;50,67;72,87;56,04;52,31;12,29;34,81;15,72;22,75;24,01;27,41;17,17;36,25;33,9;74,12;40,79;20,26;65,13;7,95;12,06;20,5;6,51;30,27;15,59
2018;1;2;13;69,8;9,33;0,06;61,63;32,97;69,5;12,37;7,79;12,65;53,57;5,51;49,13;52,46;66,51;55,82;60,16;23,95;34,9;7,03;27,13;23,05;32,39;22,72;25,21;32,78;79,52;45,24;31,5;71,98;5,5;11,46;14,52;6,62;38,75;19,98
2018;1;2;14;79,09;8,92;0,29;61,63;40,51;74,49;11,3;7,32;8,48;46,98;5,55;44,07;57,69;62,81;55,13;66,62;25,22;34,18;6,91;29,5;22,86;41,18;26,19;29,93;34,61;89,17;41,57;31,97;80,2;8,51;16,4;9,22;9,72;34,19;22,3
2018;1;2;15;75,19;9,45;0,09;61,63;42,8;79,88;9,07;9,18;8,01;48,37;3,96;41,99;91,2;62,4;60,81;66,19;32,86;33,92;7,48;32,22;25,22;42,36;29,78;38,62;36,94;88,56;41,34;36,55;86,65;13,41;12,77;15,62;14,53;32,69;23,18
2018;1;2;16;68,66;10,29;0,37;64,12;47,01;67,49;5,47;13,47;6,81;43,48;4,16;43,76;85,99;61,37;61,35;64,47;31,93;29,29;7,85;28;24,78;39;23,41;37,94;37,11;79,54;35,94;33,38;86,66;13,7;14,85;27,67;15,79;19,37;23,71
2018;1;2;17;67,62;8,52;0,4;84,18;49,19;63,02;8,51;17,1;9,42;41,86;2,92;53,71;84,86;61,45;64,45;61,51;29,32;33,28;6,57;30,02;25,78;34,86;25,98;35,97;38,33;84,74;38,07;35,19;90,76;12,63;22,21;20,17;16,05;18,75;33,89
2018;1;2;18;65,76;11,82;1,16;72,06;37,03;65,09;13,66;16,07;9,73;32,69;1,5;57,46;85,71;57,91;63,46;49,87;30,87;34,39;10,29;30,86;26,13;31,17;36,73;40,03;40,05;75,45;24,32;42,28;92,41;9,24;26,38;14,15;12,38;25,31;38,06
2018;1;2;19;62,7;11,57;3,08;72,71;31,51;58,92;16,48;15,78;11,42;33,19;3,29;56,29;73,67;55,32;64,32;51,28;26,57;37,11;7,13;31,78;36,88;34,49;39,09;36,79;41,54;72,26;26,89;43,16;93,4;7,21;36,12;8,92;9,47;27,65;36,97
2018;1;2;20;56,07;15,31;2,4;94,05;40,55;40,41;20,77;12,51;18,51;36,13;11,09;58,82;72,68;55,34;67,24;51,05;25,6;31,3;10,85;32,89;44,76;45,25;35,85;40,25;39,43;78,26;30,7;34,89;93,49;9,28;32,77;12,54;8,61;17,06;37,94
2018;1;2;21;45,2;21,4;1,03;94,05;47,81;36,75;16,68;12,03;13;34,61;17,61;56,09;74,69;53,84;60,76;53,67;26,52;22,38;11,64;31,72;45,92;51,8;39,74;41,43;36,84;74,97;23,36;30,5;88,52;12,14;31,99;11,64;10,74;11,82;40,55
2018;1;2;22;38,82;28,77;1,16;94,05;44,01;54,5;14,36;29,78;11,18;29,17;12,86;50,98;73,73;60,53;55,68;53,98;37,64;32,68;15,75;28,12;40,03;55,05;41,25;40,24;58,33;75,39;18,98;34,4;75,02;15,14;45,96;8,6;11,1;15,26;35,21
2018;1;2;23;40,3;31,74;2,55;94,05;50,52;65,11;16,83;35,39;9,44;21,96;9,37;56,8;66,16;55,49;61,37;51,24;45,89;39,27;15,45;28,03;36,14;75,88;48,65;37,07;58,52;81,34;17,37;36,12;81,09;16,04;44,05;6,01;12,48;21,31;44,59
2018;1;2;24;34,37;26,57;3,44;94,05;47,73;65,71;13,7;36,77;12,13;22,48;6,07;57,48;56,86;57,04;63,14;41,81;49,28;42,26;14,48;37,37;46,06;81,46;59,27;38,9;53,49;86,95;25,92;32,69;69,64;13,31;45,54;9,81;10,38;22,81;43,06
2018;1;3;1;23,54;23,91;1,35;94,05;45,56;64,38;15,93;33,88;12,54;11,1;7,69;61,46;55,65;57,21;66,02;30,47;47,82;41,22;15,58;38,22;40,26;82,88;61,4;46,17;56,22;89,83;25,75;31,01;62,64;10,78;39,53;11,21;9,02;24,67;39,53
2018;1;3;2;15,3;24,81;1,6;94,05;38,2;63,53;24,96;39,96;12,24;15;9,08;61,65;51,63;55,96;66,71;25,74;39,49;44,45;19,63;33,85;47,92;76,68;61,98;50,58;59,85;90,01;36,48;36,51;62,47;7,94;45,17;13,21;8,13;30,28;40,3
2018;1;3;3;21,28;21,05;0,72;88,89;54,84;65,46;27,07;32,14;9,23;13,52;22,61;65,15;48,54;54,03;62,57;44,16;37,98;49,5;22,92;19,85;45,64;84,15;65,38;51,16;45,42;86,1;32,35;32,77;58,04;6,53;36,7;11,34;11,64;29,32;46,48
2018;1;3;4;20,35;22,71;1,17;70,27;46,3;76,2;31,21;36,39;16,46;11,44;21,1;74,94;45,94;51,25;62,85;51,47;44,88;57,95;23,31;17,04;43,09;81,41;82,01;54,49;41,25;81,93;31,21;35;52,09;5,17;37,63;10,55;9,78;39,1;57,07
2018;1;3;5;13,38;21,59;1,06;60,09;23,98;78,2;33,51;44,87;28,85;8,94;7,84;78,05;45,11;56,8;66,42;43,34;44,77;59,81;24,01;23,82;29,44;61,47;88,6;53,93;44,71;82,05;30,66;41,82;56,91;6,53;43,6;8,5;6,21;48,68;69,85
2018;1;3;6;28,44;24,41;1,9;62,11;15,44;69,82;35,56;51,84;19,57;12,08;2,69;78,36;49,69;61,37;58,12;31,21;36,63;68,65;30,35;14,11;35,03;52,41;76,39;60,11;40,93;84,15;37,27;36,57;55,04;12,25;42,28;14,42;5,03;39,11;71,99
2018;1;3;7;23,97;26,27;2,48;58,03;14,01;59,74;39,46;50,49;14,01;11,53;2,62;80,69;49,78;62,61;53,87;28,73;33,1;82,43;34,09;15,43;32,67;49,52;63,72;63,09;39,47;72,91;30,29;30,69;52,43;19,19;38,01;15,21;3,53;34,76;70,95
2018;1;3;8;28,24;21,38;2,72;60,25;14,53;55,07;31,43;46,29;26,64;9,92;2,92;79,52;44,87;58,9;67,44;25,81;31,56;81,24;26,09;15,51;31,38;46,66;56,14;56,03;37,65;83,05;27,44;29,37;47,28;18,79;33,82;15,37;3,5;33,37;66,45
2018;1;3;9;33,27;22,14;2,49;60,44;15,01;58,42;34,05;30,13;27,73;10,27;3,09;79,7;45,8;51,71;67,94;32,6;45,08;85,33;22,1;20,23;30,8;41,49;72,16;51,54;33,39;87,06;30,83;29,84;42,77;22,39;28,24;18,08;4,23;43,66;63,39
2018;1;3;10;34,11;11,71;5,43;60,13;14,83;50,43;34,2;21,72;14,94;8,17;4,47;62,86;42,78;49,41;66,35;46,06;41,51;87,75;21,85;20,06;30,88;36,52;69,85;47,96;38,72;87,55;29,82;18,96;42,4;18,86;34,54;17,42;5,19;29,63;67,12
2018;1;3;11;32,55;5,97;4,81;61,74;16,05;48,53;32,35;19,19;8,12;4,57;4,18;57,96;40,76;50,9;61,65;49,75;43,64;89,45;22,66;21,67;20,02;36,02;71,75;48,22;34,34;85,77;24,27;14,72;35,7;19,76;39,15;11,64;7,52;29,14;64,4
2018;1;3;12;31,9;3,45;2,84;59,21;22,31;44,78;33,54;21,59;6,81;3,44;2,49;57,21;45,43;54,76;63,83;50,08;47,48;91,97;21,89;25,07;18,38;44,36;74,44;49,15;29,13;75,77;23,45;11,03;33,89;35,35;39,18;8,9;7,85;31,86;70,62
2018;1;3;13;18,88;1,5;7,29;62,75;34,68;55,08;30;22,85;14,02;3,64;3,44;56,98;44,56;57,05;81,1;55,6;54,79;92,5;25,11;24,1;28,85;58,7;83;62,43;32,11;76,38;25,96;13,54;31,89;40,07;38,09;8,9;12,83;46,09;66,1
2018;1;3;14;16,73;0,75;8,94;62,27;39,57;59,87;29,08;14,29;11,54;7,2;1,97;61,91;40,69;62,64;65,92;58,24;49,56;92,94;30,4;23,82;37,77;63,07;79,47;67,74;30,53;66,96;26,98;17,86;32,78;43,69;33,92;10,6;14,02;44,21;70,1
2018;1;3;15;14,36;1,7;9,57;62,72;40,68;61,11;35,27;12,81;10,23;9,13;2,39;62,7;39,26;56,87;70,12;71,62;45,96;92,14;29,85;25,43;40,34;69,12;78,09;67,23;32,92;71,58;20,98;17,23;35,1;47,09;35,99;10,31;13,4;42,15;73,96
2018;1;3;16;14,35;4,12;9,69;61,71;38,7;59,18;37,54;10,86;8,02;7,09;2,21;62,67;36,74;56,61;69,46;64,81;30,71;92,48;28,03;28,19;32,58;57,75;67,41;73,6;30,35;78,5;17,78;17,86;34,57;53,77;31,54;9,62;13,52;37,79;68,74
2018;1;3;17;10,6;6,55;17,89;61,53;42,63;65,4;38,2;19,11;10,77;6,12;1,97;62,7;35,65;75,37;68,9;61,99;27,43;89,72;25,96;24,06;30,81;54,67;70,54;66,95;33,35;70,55;15,11;30,93;22,22;52,97;32,36;9,87;11,33;44,18;55,02
2018;1;3;18;9,35;6,03;19,89;61,87;43,97;71,25;44,26;23,85;8,74;4,29;3,85;62,7;33,48;84,12;62,79;63,46;26,2;93,19;23,01;18,04;30,73;59,26;71,56;72,08;34,53;62,14;12,93;48,49;16,63;48,14;32,05;9,88;11,32;47,87;49,33
2018;1;3;19;5,84;5,68;20,05;65,45;35,29;61,51;36,3;28,77;9,91;5,35;5,83;62,7;36,51;79,17;57,42;64,47;24,72;79,54;31,35;14,78;36,97;62,88;66,65;80,3;35,8;55,16;14,39;43,8;12,15;53,5;27,08;12,98;8,48;46,55;40,69
2018;1;3;20;6,28;3,24;20,96;68,66;27,32;60,42;47,1;44,69;15,66;5,13;4,59;62,99;31,63;84,09;61,09;60,07;23,89;75,96;26,93;17,29;57,85;53,32;66,41;76,19;38,49;50,62;19,28;42,93;22,32;45,05;28,62;19,81;8,79;50,92;59,16
2018;1;3;21;6,19;3,53;10,78;67,14;20,97;64,34;47,6;34,68;11,67;8,06;3,66;66,28;22,72;80,4;56,93;58,41;16,05;82,29;19,12;20,38;78,04;45,03;58,92;63,01;22,1;46,95;33,25;35,83;31,61;34,68;15,48;19,04;6,28;52,35;60,66
2018;1;3;22;7,25;14,06;6,27;63,04;29,26;66,73;52,32;29,8;8,27;10,01;5,04;76,54;22,18;74,7;50,2;57,02;11,19;90,22;24,94;19,26;84,28;42,9;54,37;66,31;13,01;32,02;35,95;19,22;36,08;41,7;11,02;16,68;9,61;46,64;54,15
2018;1;3;23;9,04;13,62;4,82;62,84;39,48;75,62;54,37;29,27;6,39;9,32;7,27;94,05;21,34;71,49;44,89;59,3;13,08;91,01;21,49;19,22;91,19;41,79;63,57;66,93;10,17;26,25;50,01;26,71;37,15;34,34;11,36;22,22;10,34;53,93;53,61
2018;1;3;24;14,45;15,58;5,53;63,42;46,65;62,82;61,53;37,37;10,54;7,96;10,2;94,05;19,16;80,67;45,47;61,25;8,54;83,41;18,19;29,97;88,76;38,77;66,26;67;13,32;39,08;56,08;21,91;36,45;33,24;15,09;22,02;9,6;53,47;63,3
2018;1;4;1;15,32;20,76;8,77;63,04;50,86;52,25;73,26;46,94;7,79;10,79;10,28;93,56;11,36;87,67;43,73;66,26;5,5;80,81;12,96;16,96;89,5;37,16;62,04;63,04;23,9;31,37;59,76;17,6;38,36;29,13;21,97;21,02;6,68;53,71;67,48
2018;1;4;2;20,58;23,17;9,61;63,73;48,88;55,22;81,07;42,97;12,3;13,68;9,34;88,5;12,45;88,25;45,45;71,15;7,99;75,84;13,83;21,79;90,11;35,58;47,11;65,19;25,76;39,31;55,71;12,23;40,82;35,55;20,74;18,59;7,68;54,63;65,37
2018;1;4;3;16,04;14,5;9,37;77,68;40,59;55,11;77,78;35,25;15;17,15;6,53;81,83;10,31;88,67;41,72;67,77;9,73;68,64;9,61;16,64;90,37;28,14;44,06;44,4;24,51;28,99;72,09;15,74;43,43;26,49;18,3;37,34;8,37;54,05;61,68
2018;1;4;4;10,63;13,5;10,56;88,14;44,5;62,25;79,15;27,52;16,68;16,84;6,48;86,09;12,3;88,82;39,26;68,52;11,11;63,79;10,53;13,15;87,7;30,51;39,75;32,28;28,72;19,96;62,24;19,45;36,68;31,84;16,85;33,9;10,03;55,15;61,5
2018;1;4;5;8,8;21,84;15,52;80,43;44,04;68,44;78,74;32,13;13,4;11,61;5,95;85,56;14,18;79,61;22,71;68,78;14,82;53,73;20,48;7,48;81,66;35,39;38,7;35,04;38,23;10,42;39,4;23,23;29,72;42,95;24,57;17,67;12,8;55,74;58,09
2018;1;4;6;14,93;18,72;13,28;67,69;28,33;72,7;78,69;20,08;24,21;10,42;2,95;85,72;16,07;77,38;31,42;65,54;11,09;53,83;18,13;11,09;78,08;29,97;52,81;26,35;31,82;15,94;35,15;38,83;34,81;42,39;16,97;11,29;11,85;59,13;60,04
2018;1;4;7;19,6;16,85;19,63;67,13;17,38;75,77;76,57;24,34;29,72;9,83;2,09;85,95;16,14;84,19;30,36;59,4;10,51;60,78;17,11;18,32;78,87;26,77;47,98;20,01;27,88;18,05;38,59;33,98;36,59;42,77;19,54;13,48;14,91;60,57;56,11
2018;1;4;8;15,23;12,95;28,13;71,38;14,74;78,34;68,84;29,5;33,55;9,33;2,51;85,47;17,48;79,02;24,08;49,93;6,56;59,69;11,45;19,49;79,09;26,37;45,93;16,14;26,24;24,34;40,67;32,7;33,46;38,91;20,27;13,29;19,29;57,38;46,11
2018;1;4;9;14,71;7,84;31,03;68,46;17,48;74,05;66,26;35,39;32,6;10,7;3,3;84,76;15,26;75,38;29,67;54,64;8,06;62,61;5,8;18,2;79,1;32,19;48,16;11,31;24,16;24,86;48,2;39,39;33,21;21,73;24,4;13,7;22;66,2;50,71
2018;1;4;10;11,6;6,01;27,96;78,52;14,18;75,66;59,88;31,48;30,75;8,64;1,67;86,99;14,34;72,54;42,35;42,21;10,37;72,24;7,15;17,82;80,85;23,88;51,72;11,27;25,22;17,37;64,89;39,99;32,29;10,29;28,35;21,72;20,4;68,32;56,82
2018;1;4;11;10,18;5,5;30,3;68,78;14,68;76,15;57,39;27,48;25,65;9,71;1,07;87,96;12,59;59,89;40,23;41,05;8,26;80,16;8,31;16,02;70,68;25,44;47,73;10,31;30,31;13,97;62,31;35,31;30,34;6,02;34,4;26,81;21,58;73,05;55,05
2018;1;4;12;9,84;9,46;32,18;60,95;14,46;82,74;60,1;19,88;24,32;11,79;0,6;88,1;16,53;52,72;41,31;44,01;8,41;77,26;11,1;19,27;71,1;27,19;47,23;16,07;22,77;13,34;60,94;26,84;25,75;6,89;34,99;25,04;25,12;76,27;52,58
2018;1;4;13;9,11;15,75;37,26;58,08;16,54;75,6;60,73;14,44;27,01;18,71;0,44;87,41;25,13;73,04;40,63;51,61;8,82;71,6;16,01;24,55;73,98;46,38;29,88;27,87;18,98;13,34;61,36;13,06;22,04;7,62;35,37;29,41;35,02;68,6;55,62
2018;1;4;14;12,47;15,29;39,03;57,1;18,6;70,36;61,6;10,52;36,4;18,89;0,75;80,28;22,26;72,18;43,93;52,78;15,19;71,36;10,34;31,1;75,54;57,71;27,43;19,4;12,74;20,63;58,16;13,93;27,67;3,95;34,98;26,93;41,75;72,29;64,78
2018;1;4;15;14,45;20,11;48,07;60,94;20,01;76,73;65,74;12,91;40,07;17,22;1,19;79,87;26,23;64,3;41,43;61,67;18,82;68,83;8,55;34,12;71,51;57,6;28,37;19,53;13,94;25,65;58,66;16,84;28,22;4,92;42,37;36,73;48,48;73,88;70,58
2018;1;4;16;17,12;24,56;46,64;44,88;20,2;73,16;61,41;17,24;45;10,92;1,13;78,62;27,61;47,83;37,66;73,85;17,81;64,09;6,56;31,46;61,16;47,38;25,34;18,41;15,8;22,52;56,66;19,91;37,56;3,2;51,82;32,02;52,22;74,33;73,35
2018;1;4;17;17,15;38,19;47,9;40,35;31,34;69,35;60,13;15,55;44,19;7,81;1,38;89,55;39,97;49,82;22,54;85,15;15,26;58,82;12,13;33,43;54,68;58,1;18,75;28,99;14,1;20,83;58,69;15,08;46,86;4,58;51,56;22,5;68,81;71,81;69,15
2018;1;4;18;12,67;43,98;32,59;40,05;38,55;66,15;66,18;13,99;39,89;9,88;1,23;93,06;39,14;48,14;17,73;85,76;12,04;52,85;13,66;35,36;52,1;56,58;23,09;34,03;14,16;18,06;59,56;14,68;47,48;4,41;55,26;23,44;77,51;78,63;67,79
2018;1;4;19;15,78;44,64;38,77;38,5;36,84;50,37;67,14;11,02;40,49;12,69;1,17;89,43;38,56;54,01;25,88;59,81;10,11;48,87;17,25;39,11;47,29;40,14;20,15;36,02;18,8;18,82;58,43;11,22;47,24;4,13;54,02;25,58;65,02;75,29;59,57
2018;1;4;20;12,86;51,49;47,09;29;40,25;63,33;62,82;14,13;41,83;9,17;1,18;86,24;39;66,58;33,15;55,41;14,64;38,76;26,96;44,23;35,89;37,18;28,05;43,19;25,99;17,75;53,89;16,55;41,48;5,81;59,51;20,26;58,95;72,27;43,2
2018;1;4;21;8,12;44,38;48,05;25,44;36,23;66,05;56,41;13,11;44,67;7,71;0,07;79,84;21,83;73,62;32,5;54,22;16,26;35,81;16,36;45,66;28,8;37,9;36,97;32,41;30,28;23,07;51,06;25,05;43,46;3,01;60,91;17,68;50,09;70,28;38,11
