YEAR;MONTH;DAY;PERIOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
2018;1;1;11;23,01;4,5;10,92;15,06;11,68;35,41;10,12;17,24;21,17;27,59;21,28;48,01;66,02;70,21;45,87;41,11;7,87;40,88;23,32;66,59;76,93;67,77;13,91;5,22;49,2;34,36;35,23;14,82;83,99;3,46;5,12;2,26;5,61;35,13;1,74
2018;1;1;12;23,89;4,56;10,46;12,97;13,02;35,81;10,81;18,12;20,54;26,28;19,85;45,91;69,41;70,89;44,51;42,72;7,89;42,28;22,38;65,49;77,68;68,17;15,52;6,24;46,42;39,1;38,59;16,25;85,93;3,47;5,42;2,2;4,66;32,86;1,73
2018;1;1;13;27,13;4,91;8,6;11,03;14,07;35,43;12,1;19,39;20,41;25,73;17,95;41,38;71,72;71,04;42,29;43,84;7,83;42,81;20,03;64,37;76,17;68,55;18,22;6,81;45,73;43,48;41,14;18,93;86,74;3,4;6,27;2,72;3,89;31,59;1,75
2018;1;1;14;32,87;5,2;6,75;9,83;16,2;34,68;11,98;20,86;20,42;25,7;16,26;36,65;70,38;70,52;40,04;43,35;7,52;44,08;17,64;62,05;72,37;67,91;21,04;6,34;45,37;46,6;44,69;21,81;87,28;3,24;7,12;3,26;3,41;30,74;1,88
2018;1;1;15;37,51;5,57;5,56;8,61;17,89;32,61;10,62;21,7;21,08;25,17;14,07;33,37;65,17;66,58;35,74;40,23;7,14;45,27;15,59;59,72;66,75;65,75;22,62;5,78;43,58;48,86;46,51;23,37;87,2;2,93;7,69;4,01;3,18;31,07;2,03
2018;1;1;16;40,27;6,75;4,85;7;17,68;30,29;9,85;20,9;21,15;24,39;11,5;31,01;64,3;62,23;29,69;36,32;6,9;47,08;13,32;55,05;59,27;60,59;22,42;5,57;42,57;50,08;45,38;24,3;86,55;2,78;8,55;5,17;2,94;32,38;2,12
2018;1;1;17;42,5;9,35;4,67;6,72;17,32;31,2;9,96;20,38;21,03;24,43;10,99;28,94;66,64;56,83;24,91;34,4;7,63;49,15;11,88;47,81;51,91;53,49;23,07;6,58;44,64;51,05;44,16;26,95;86,24;3,34;10,03;7,53;3,08;33,79;2,51
2018;1;1;18;44,2;11,81;4,33;7,62;18,29;34,54;10,13;21,3;20,99;24,63;12,26;28,37;73,78;52,11;22,97;34,72;8,96;50,03;11,65;41,67;46,63;48,11;25,55;8,75;47,77;51,71;44,67;30,21;85,91;3,94;9,69;10,35;3,42;34,44;2,97
2018;1;1;19;44,9;13,55;3,05;8,13;20,22;37,23;9,64;22,65;19,59;25,2;13,12;30,2;73,99;45,42;22,03;35,71;9,98;49,1;11,72;39,13;43,3;43,99;28,03;10,96;50,02;52,05;45,53;31,95;85,75;4,23;7,25;12,23;3,55;34,95;3,07
2018;1;1;20;44,55;15,82;2,54;8,75;21,56;39,89;9,25;23,6;18,11;28,08;12,9;33,02;73,1;40,43;22,46;36,64;10,74;48,07;12,31;37,65;39,98;39,96;30,81;13,18;51,66;52,59;46,28;33,54;85,93;4,31;5,56;13,46;3,64;36,2;3,09
2018;1;1;21;44,4;17,68;2,53;10,36;23,19;43,21;9,48;24,29;17,33;31,11;12,3;33,56;73,11;38,43;23,62;37,51;11,46;44,97;13,05;34,9;36,08;36,35;32,37;15,28;51,75;53,66;46,24;34,84;85,92;4,28;4,69;14,42;3,83;36,61;3,19
2018;1;1;22;44,51;18,6;2,73;13,08;25,03;45,9;9,9;25,16;17,18;31,98;12;32,82;75,94;37,14;24,69;38,57;12,75;41,12;13,56;31,38;32,67;32,98;31,65;16,91;52,2;54,98;45,43;36,01;85,33;4,1;4,38;15,26;4,07;35,36;3,09
2018;1;1;23;43,53;19,09;3,37;15,19;26,76;47,47;10,29;26;17,27;32,93;12,13;31,92;76,19;37,04;25,16;40,04;15,39;38,22;13,64;27,83;30,02;29,74;30,37;18,22;56,03;56,15;44,94;37,23;83,79;3,68;4,87;15,93;4,28;34,78;2,72
2018;1;1;24;42,91;18,62;3,54;15,64;28,04;48,16;10,53;27,05;17,29;36,55;12,11;31,03;75,77;36,21;25,31;42;18,86;35,79;13,55;24,93;26,87;27,78;29,07;19,07;55,99;56,5;45,04;37,48;83,05;3,21;6,28;17,18;4,35;34,98;2,33
2018;1;2;1;40,94;17,61;3,61;15,64;27,87;48,49;10,43;28,07;16,86;40,31;12,08;30,89;75,15;35,37;26,42;43,56;22,4;34,62;13,83;21,34;24,41;27,8;27,57;19,97;50,79;56,42;44,94;36,79;81,83;2,76;9,12;19,23;4,39;33,91;2,25
2018;1;2;2;40,48;16,63;4,09;15,62;27,23;47,87;10,15;28,35;15,88;42,48;12,35;31,86;71,63;33,11;26,86;44,33;24,65;34,3;14,34;17,66;22,41;28,99;26,5;21,04;41,96;56,7;44,41;34,76;76,94;2,5;12,8;21,44;4,49;32,61;2,45
2018;1;2;3;40,29;15,72;5,65;16,48;27,19;48,67;10,34;27,88;14,86;45,03;12,54;33,44;70,7;31,52;26,88;44,44;25,9;33,24;14,84;16,43;21,15;31,47;26,16;21,5;33,83;57,03;43,7;32,37;70,34;2,4;15,69;23,07;4,78;31,11;2,77
2018;1;2;4;40,54;15,32;8,56;18,57;26,75;50,65;10,67;26,87;14,26;48,3;12,43;35,13;71,6;30,97;26,05;43,57;27,46;31,31;15,04;16,65;20,36;36,28;25,04;21,55;30,62;57,2;43,12;29,94;61,69;2,33;17,65;23,7;5,47;29,8;3,24
2018;1;2;5;41,52;15,05;10,24;21,43;24,99;52,17;10,27;25,54;13,81;48,48;12,14;36,44;71,66;30,4;23,87;41,98;28,87;28,71;14,98;17,18;19,4;42,67;22,45;20,97;31,11;57,42;42,61;28,16;55,51;2,28;19,16;23,56;6,62;29,28;3,8
2018;1;2;6;42,17;14,48;10,27;23,79;22,55;53,79;8,67;25,03;12,93;46,73;12,03;36,63;70,62;32,32;21,87;40,76;29,73;25,95;14,8;17,6;17,68;45,85;19,5;20,11;33,31;58,42;42,64;27,35;51,39;2,34;21,12;23,16;8,16;29,34;4,46
2018;1;2;7;44,57;14;10,47;25,63;21,62;55,22;7,32;25,16;12,04;43,13;11,96;36,45;68,1;35,12;21,57;40,81;29,93;23,98;14,43;17,14;15,47;46,73;17,36;19,54;33,28;58,31;43,37;27,65;46,48;2,47;22,95;22,7;10,66;29,87;5,54
2018;1;2;8;45,91;13,53;11,63;26,49;23,93;55,6;6,19;25,15;11,16;37,46;11,73;35,81;62,89;37,4;22,35;42,05;29,49;21,8;13,94;17,79;12,91;47,32;16,42;18,66;31,45;59,58;43,86;28,1;42,55;2,63;23,92;22;13,77;30,06;6,88
2018;1;2;9;42,9;11,44;11,33;24,35;24,27;56,6;4,77;23,38;9,16;31,61;10,33;34,33;58,83;36,85;23,01;40,93;25,86;19,64;11,76;17,89;9,24;45,65;12,65;14,7;28,5;62,21;44,54;26,38;41,52;2,51;22,31;18,24;13,77;29,05;7,28
2018;1;2;10;39,73;7,99;8,57;25,09;22,31;57,42;4,08;21,29;6,82;29,37;7,6;34,53;58,05;35,48;23,41;35,14;19,9;19,48;9,99;15,66;6,39;44,45;8,24;9,89;27,09;63,8;46,88;22,69;41,77;1,98;17,92;12,6;10,09;29,1;5,88
2018;1;2;11;40,42;6,25;5,75;32,14;23,75;59,01;4,83;21,9;6,05;30;5,73;37,2;60,08;36,05;24,42;30,93;16,81;21,25;10,74;14,26;5,44;47,24;6,85;9,08;27,01;66,95;49,97;20,32;43,96;1,81;14,86;9,88;8,13;31,72;5,73
2018;1;2;12;44,9;6,47;4,6;36,35;28,91;62,29;5,32;23,15;6,19;28,73;5,3;41,17;61,83;35,9;25,91;30,92;15,28;22,29;11,97;14,25;5,81;51,24;6,46;10,41;25,47;69,68;51,76;20,08;49,42;1,96;15,62;9,6;7,92;35,02;6,95
2018;1;2;13;51,32;6,98;4,97;36,62;36,34;63,78;5,08;23,1;6,27;25,65;5,53;44,65;61,23;34,85;27,43;32,08;14,19;19,6;12,59;15,41;7,83;54,93;6,48;11,68;24,61;70,48;51,4;20,25;58,9;2,09;17,7;9,51;8,14;37,5;8,13
2018;1;2;14;56,73;6,91;5,23;37,58;43,3;64,22;4,69;22,26;6,48;22,31;6,25;47,47;58,97;33,18;27,54;32,5;13,29;15,85;12,35;17,37;11,29;57,57;7,3;12,57;23,23;69,04;48,79;20,94;67,77;2,25;17,86;9,1;8,95;37,51;9,94
2018;1;2;15;58,13;6,55;5,44;38,47;47,82;63,54;4,33;21,49;6,37;19,55;7,74;50;56,09;30,49;24,88;31,11;12,57;13,01;11,63;20,16;15,46;58,43;8,7;13,01;22,11;67,91;44,26;22,35;72,79;2,37;18,21;8,36;10,31;34,9;12,56
2018;1;2;16;57,44;6,47;6,69;39,82;49,37;63,68;4,27;19,83;5,82;16,52;9,83;53,15;50,52;27,42;22,33;29,89;12,35;11,04;11,3;24,46;20,83;58,32;10,96;13,55;21,81;66,65;38,28;24,26;75,05;2,52;20;7,27;12,29;32,12;15,62
2018;1;2;17;56,47;7,56;10,33;41,02;49,28;63,8;5,83;17,98;6,41;15,29;11,25;57,07;45,07;25,82;21,4;31,41;13,01;9,93;12,19;31,17;27,5;59,13;14,3;15,83;21,79;62,8;30,41;27,64;74,65;3,14;23,5;6,75;16,01;29,91;20,1
2018;1;2;18;55,87;9,36;14,73;43,37;49,08;62,71;9,76;16,6;8,51;16,37;11,66;56,13;43,75;24,78;21,59;34,79;15,64;10,75;13,82;38;31,52;60,44;17,58;19,04;22,03;59,28;22,56;33,14;73,82;4,04;28,11;6,89;20,31;27,54;25,41
2018;1;2;19;54,83;10,79;17,02;50,44;48,22;61,41;14,98;15,3;10,65;19,63;11,49;54,86;47,79;23,25;23,56;38,01;18,99;13,75;15,49;41,82;31,88;61,34;20,24;21,32;21,35;57,3;16,43;38,09;74,25;4,39;31,79;7,19;23,06;23,95;30,51
2018;1;2;20;52,78;11,93;18,12;59,19;47,49;59,18;19,76;14,65;12,03;25,34;11,01;60,51;52,74;21,24;26,47;38,87;20,96;17,82;17,97;44,34;32,03;62,55;23,06;22,28;19,14;58,59;11,93;40,33;73,75;4,4;34,08;7,27;24,41;19,49;35,92
2018;1;2;21;47,48;12,81;19,26;64,97;47,75;56,55;23,5;14,85;13,07;31,52;10,41;60,7;56,09;19,79;28,91;38,97;20,73;19,89;19,62;46,51;31,55;63,16;26,1;22,3;16,75;62,16;8,79;41,32;72,03;4,54;35,75;7,08;25,08;15,65;40,38
2018;1;2;22;43,56;13,57;20,17;63,61;49,13;52,18;26,56;15,15;13,72;35,91;9,91;58,58;56,42;18,07;31,46;38,11;21,2;20,46;19,71;48,28;29,1;63,73;27,69;22,12;15,64;65,84;6,93;42,69;69,88;4,46;37,79;6,66;25,7;14,05;44,13
2018;1;2;23;43,36;14,02;20,85;57,7;49,58;45,63;30,24;15,65;14,18;38,2;9,8;56,44;55,54;17,25;33,3;38,39;24,31;20,53;18,85;48,91;25,84;64,29;28,16;21,22;15,62;71,31;5,94;44,72;67,75;4,46;39,25;6,29;26,02;13,64;47
2018;1;2;24;44,2;13,68;21,74;50,42;46,03;40,76;34,12;17,33;14,81;38,58;10,02;53,26;56,03;18,11;33,85;37,99;28,2;20,29;18,06;48,91;22,57;65,48;30,31;19,98;15,44;73,27;5,49;46,06;66,81;4,96;40,54;6,19;25,06;13,18;47,92
2018;1;3;1;44,82;12,8;22,44;46,86;39,6;36,74;37,19;19,25;15,18;39,02;10,05;47,23;56,57;19,16;34,62;33,91;31,31;18,73;18,51;48,42;20,58;65,53;33,13;18,34;14,75;69,89;5,58;46,1;64,79;6,09;41,82;6,42;23,39;13,05;47,27
2018;1;3;2;43,39;12,05;22,95;45,9;32,53;32,76;40;19,57;15,17;38,75;10,03;35,16;55,11;18,4;35,88;34,14;33,04;16,2;20,24;46,54;19,15;64,47;36,96;15,89;14,13;65,5;6,2;45,17;59,25;8,07;42,17;6,9;22,36;13,14;46,85
2018;1;3;3;37,44;11,51;24,24;43,12;27,88;30,33;42,11;18,8;15,18;37,73;10,21;28,61;52,47;17,27;37,32;34,75;33,47;15,88;22,14;42,69;19,11;64,24;40,47;14,24;13,27;63,12;7,21;42,85;55,87;10,72;40,9;7,51;22,7;13,48;47,71
2018;1;3;4;31,57;11,07;26,05;40,22;24,58;29,22;42,98;18,13;15,41;37;10,11;26,16;50,14;18,32;38,94;32,44;33,14;19,02;23,18;39,4;20,91;63,46;42,14;14,81;13,02;61,26;8,64;39,46;56,62;14,54;40,2;7,31;23,45;14,38;47,94
2018;1;3;5;27,14;10,52;28,18;37,5;21,99;29,14;42,75;18,28;15,99;36,37;9,55;25,8;47,96;20,13;39,06;32,44;31,99;25,47;23,74;38,06;22,23;62,2;43,68;17,42;13,52;59,4;10,44;35,41;54,73;19,73;39,67;6,79;23,6;16,14;42,41
2018;1;3;6;22,97;10,17;30,34;35,23;19,95;30,82;42,35;18,24;16,75;35,48;8,87;27,72;44,72;22,46;38,54;31,37;28,23;33,65;24,13;37,43;20,99;61,12;45,92;21,18;13,82;55,39;12,23;33,07;51,07;26,1;37,23;7,11;23,05;17,98;42,85
2018;1;3;7;19,31;10,19;32,32;33,34;18,72;33,44;41,99;17,58;17,2;34,14;8,38;32,02;40,02;25,71;41,08;29,81;22,48;37,86;24,17;36,38;16,87;60,36;48,71;26,17;13,6;51,07;14,14;31,74;46,65;31,07;33,45;8,05;22,84;18,9;50,54
2018;1;3;8;16,07;10,23;34,27;31,25;17,78;34,65;42,23;19,1;16,9;31,76;7,8;39,38;35,38;28,96;43,05;32,26;17,77;39,18;23,75;32,79;14,65;60,73;51,13;30,16;11,68;46,35;16,24;27,57;42,67;34,53;27,49;9,58;22,85;19,1;54,85
2018;1;3;9;11,47;8,7;34,85;28,92;15,4;31,4;41,31;18,78;13,88;26,34;6,37;44,07;30,95;31,9;44,77;32,2;13,14;40,03;22,2;25,32;14,42;58,43;52,14;30,77;9,49;44,48;16,56;20,49;42,19;37,95;18,68;10,17;19,94;17,17;57,68
2018;1;3;10;7,97;5,09;33,92;28,21;12,7;26,07;39,95;17,22;10,44;19,69;4,28;42,15;26,91;35,43;47,81;26,07;10,1;44,29;21,28;17,49;15,88;56,39;55,18;31,95;7,47;46,73;14,87;16,94;42,66;40,87;11,85;7,68;14,55;13,06;58,02
2018;1;3;11;6,28;2,98;34,19;29,23;12,27;24,36;40,96;18,81;9,58;17,07;3,26;38,56;25,68;40,95;50,25;21,32;9,78;48,66;21,92;16,94;18,37;55,68;60,59;36,15;7,05;53,7;15,01;15,98;37,65;42,67;8,75;5,73;10,82;9,97;59,56
2018;1;3;12;5,56;2,57;35,69;29,65;13,92;22,75;42,5;19,71;9,84;16,78;3,24;37,63;25,96;44,33;50,17;20,09;10,37;49,25;21,7;21,62;20,64;55,27;63,57;42,47;7,78;60,69;16,67;16,58;30,83;42,77;7,4;5,85;9,04;9,02;62,05
2018;1;3;13;5,72;2,43;37,81;28,96;16,65;20,31;42,8;19,35;10,11;15,65;3,46;38,92;24,71;43,68;49,27;19,59;10,69;47,97;20,49;25,51;23,97;55,03;64;48,29;8,88;62,65;17,72;18,92;25,1;42,34;6,39;6,23;7,89;9,11;62,86
2018;1;3;14;6,56;2,36;39,85;28,25;20,16;19,36;42,92;18,88;10,37;14,32;3,79;39,71;22,39;39,34;48,13;18,34;11,04;46,81;19,12;27,4;28,46;55,78;63,07;54,41;9,35;62,82;17,88;22,73;20,06;41,34;5,71;6,74;7,4;10,4;61,53
2018;1;3;15;8,62;2,27;41,27;27,17;23,76;19,69;42,35;18,18;10,6;13,78;4,03;39,78;18,76;35,91;45,78;17,23;10,81;44,73;17,46;27,58;33,28;56,34;60,9;58,01;9,66;61,01;17,34;27,88;15,26;39,76;5,25;7,3;7,12;15,08;58,06
2018;1;3;16;11,24;2,29;42,32;26,13;25,86;19,25;41,84;17,35;10,87;15,24;4,52;40,31;14,26;35,13;43,18;17,17;9,87;43,8;15,91;27,08;34,19;56,23;57,7;57,91;9,74;56,34;16,67;29,39;10,67;37,33;4,78;7,52;7,18;25,47;53,4
2018;1;3;17;13,53;2,92;43,4;25,73;25,79;18,96;43,19;17,49;12,57;19,56;5,3;42,11;11,38;38,18;42,74;19,26;9,81;43,3;16,24;27,26;31,99;56,51;55,71;55,86;10,36;52,05;17,57;26,45;7,65;34,54;4,72;8,19;9,05;38,38;48,78
2018;1;3;18;15,37;4,23;44,46;25,6;25,93;20,03;44,73;18,86;15,47;22,92;5,78;41,72;9,77;43,44;43,27;24,13;11,24;41,68;19,44;26,23;34,98;57,78;54,41;54,02;12,42;48,9;19,68;24,55;6,31;33,42;5,45;9,46;12;43;44,8
2018;1;3;19;15,38;6,06;45,31;24,5;27,14;22,97;44,74;19,71;17,02;23,24;5,93;39,95;8,91;46,22;43,86;28,83;13,53;40,85;23,17;24,48;43,25;58,79;52,62;52,04;14,94;46,26;21,01;23,8;6,31;33,26;5,98;10,44;13,4;44,51;44,16
2018;1;3;20;13,53;8,95;46,34;23,72;28,51;30,07;44,74;19,85;16,91;22,82;5,8;38,06;10,86;46,19;44,3;30,85;15,97;43,47;25,61;23,84;50,86;58,46;49,99;48,79;16,49;44,89;22,04;23,73;6,74;32,87;6,38;11,43;13,7;46,44;43,94
2018;1;3;21;11,46;12,52;47,81;24,25;30,97;39,22;44,02;19,71;16,59;23,53;5,44;37,97;13,69;43,35;44,2;31,07;18,42;47,32;25,95;23,2;55,18;56,7;47,62;49,48;17,14;44,31;23,44;24,63;6,87;32,21;6,71;12,76;13,94;49,87;43,16
2018;1;3;22;10,32;16,17;49,38;25,67;38,2;46,98;42,79;19,35;16,27;23,92;4,96;36,18;16,57;45,13;43,73;32,2;20,08;50,16;24,1;21,45;56,76;55,48;49,28;50,75;17,51;42,15;24,79;26,21;6,85;31;6,41;13,61;13,84;53,08;41,2
2018;1;3;23;10,22;19,5;50,4;26,84;44,21;49,58;43,47;18,76;15,94;22,49;4,57;32,97;21,63;51,55;43,43;34,48;24,03;51,48;21,51;19,51;60,64;55,9;51,97;50,78;18,74;38,09;25,91;28,99;7,61;29,28;5,8;13,2;13,74;55,23;38,56
2018;1;3;24;11,45;22,01;50,72;28,33;44,91;49,94;40,3;17,57;15,5;20,58;4,41;32,13;27,04;57,64;42,33;37,63;28,05;52,18;19,57;17,79;64,39;55,81;52,5;48,34;20,46;35,1;27,24;32,47;9,15;27,03;5,36;12,69;14,19;56,9;36,04
2018;1;4;1;14,73;23,95;50,88;30,76;43,23;50,25;32,06;16,08;15,02;20,5;4,43;32,25;32,01;59,43;40,95;39,49;30,29;53,16;18,07;16,15;65,8;52,98;51,69;42,87;20,2;31,8;28,74;34,24;10,75;24,48;5,25;12,27;14,69;57,91;33,92
2018;1;4;2;19,22;25,43;51,56;32,66;42,11;51,47;27,13;14,8;14,38;23;4,58;33,98;34,68;59,4;38,94;39,39;32,85;53,87;16,84;13,7;67,35;51,87;50,36;39,35;18,64;29,56;29,86;34,32;11,69;21,83;5,45;11,71;15;58,68;32,35
2018;1;4;3;24,3;25,88;50,13;32,11;40,76;54,12;27,55;13,64;14,15;24,37;4,98;34,32;36,54;60,49;37,72;37,64;35,41;55,11;16,31;11,4;70,12;52,7;48,14;38,51;16,84;29,68;31,27;34,08;12,92;19,71;5,89;10,98;15,24;60,1;31,82
2018;1;4;4;28,92;25,01;47,53;30,02;39,68;55,28;27,88;12,77;14,12;25,11;5,95;34;38,4;61,37;38,51;34,48;37,88;55,09;16,88;10,37;72;52,06;45,68;37,61;14,76;30,35;33,71;34,56;15,67;18,52;6,57;10,19;15,85;62,01;33,18
2018;1;4;5;33,47;23,55;46;26,85;39,54;53,16;28,79;11,92;14,32;26,01;7,57;35,5;39,46;62,28;40,66;29,75;39,13;55,56;17,52;10,08;71,38;50,59;43,51;35,7;12,92;30,89;34,85;35,95;19,1;17,75;7,24;9,81;16,84;63,41;36,15
2018;1;4;6;37,44;22,27;44,6;24,03;37,33;50,09;27,84;11,1;14,73;25,99;9,91;38,35;39,35;62,99;42;26,25;39,89;56,57;17,65;9,93;68,31;48,75;40,19;32,57;12,42;30,63;34,86;38,11;21,9;17,15;8,36;10,16;17,98;62,75;39,47
2018;1;4;7;39,32;22,11;42,44;22,35;33,44;48,46;27,49;10,57;15,23;25,9;12,39;40,08;39,15;63,52;40,77;25,09;40,51;56,81;18,16;9,7;62,18;47,15;36,96;30,17;12,63;29,59;35,81;39,39;23,71;16,49;10,01;11,67;19,47;60,49;42,12
2018;1;4;8;39,09;22,8;39,04;20,29;27,08;47,78;29,84;10,19;15,73;26,4;14,32;42,34;39,14;64,02;39,05;25,26;40,04;56,5;18,88;9,96;56,97;46,71;34,44;29,53;12,77;27,07;36,77;39,54;24,57;15,29;12,88;13,75;21,63;56,87;42,81
2018;1;4;9;35,78;21,22;33,42;15,98;23,59;48,99;30,8;8,27;14,54;25,23;14,56;43,58;38,25;63,51;39,51;23,59;37,93;54,45;17,65;10,91;54,24;46,15;30,95;27,14;11,92;18,56;35,58;38,78;24,25;11,47;14,52;13,22;21,82;51,37;44,23
2018;1;4;10;29,72;18,19;30,51;13,76;22,65;53,57;33,06;5,48;13,46;20,58;11,29;44,55;37,35;65,64;44,1;23,83;34,48;53,29;14,28;10,2;54,86;46,05;29,18;22,35;10,1;10,31;34,72;38,12;24,11;8,04;13,86;11,02;19,31;45,02;53,12
2018;1;4;11;26,17;18,42;31,34;14,3;23,12;59,71;36,94;4,32;15,07;17,72;8,08;46,05;38;68,98;47,76;26,8;31,12;55,72;11,45;10,08;57,31;48,98;28,39;19,32;9,19;8,51;34,97;39,02;24,79;6,78;14,84;11,74;20,47;42,05;56,87
2018;1;4;12;26,18;22,55;32,54;15,8;24,98;63,02;38,41;4,01;16,65;17,7;6,98;48,33;39,44;69,34;48,42;32,56;28,03;58,17;10,23;12,48;57,85;51,96;25,84;18,42;8,74;9,52;35,09;39,92;25,37;5,6;18,38;14,96;25,32;45,69;58,08
2018;1;4;13;27,86;28,27;32,95;20,08;27,13;63,79;40,28;3,6;16,8;18,19;6,76;49,91;41,08;66,82;47,25;40,32;24,38;60,62;9,62;16,15;55,11;52,58;22,51;17,94;8,15;10,63;35,83;41,14;25,79;4,58;23,83;17,4;30,35;56,08;59,13
2018;1;4;14;30,08;34,12;32,49;27,63;27,31;64,19;40,1;3,29;16,37;18,58;6,84;52,36;43,02;63,16;46,09;45,04;21,56;62,23;9,36;19,48;49,47;52,77;19,96;17,65;7,78;13,14;37,04;42,18;26,07;4,07;30,63;18,09;35,85;63,3;61,33
2018;1;4;15;32,31;38,62;30,38;33,48;25,66;65,97;37,91;3,04;16,23;19,14;7,16;54,88;44,58;62,11;44,63;48,51;19,48;60,98;9,58;21,4;42,58;53,27;18,56;18,36;7,93;18,02;37,06;41,89;26,63;3,97;34,98;17,61;41,25;61,8;62,85
2018;1;4;16;35,05;41,52;26,49;33;23,49;65,75;34,78;2,77;17,1;20,5;8,75;55,45;45,33;60,62;40,41;53,28;17,3;58,04;10,85;22,25;35,11;52,21;17,57;21,05;8,29;23,23;35,91;39,44;28,53;4,04;36,4;17;46,45;57,06;66,17
2018;1;4;17;38,77;43,69;22,03;30,81;21,85;62,89;31,73;2,87;18,47;23,08;12,36;55,75;45,91;57,25;36,07;57,5;16,34;54,57;13,94;24,36;29,88;49,6;17,93;26,81;9,01;29,04;34,84;38,09;32,05;4,39;38,06;18,07;50,37;54,11;67,19
2018;1;4;18;42,75;45,84;19,15;30,5;21,95;60,68;30,7;3,5;19,95;25,94;15,64;55,79;47,07;55,07;34,27;59,93;16,83;52,3;17,48;26,9;28,15;45,95;19,32;34,59;10,04;34,56;34,85;39,79;35,75;4,12;39,54;21,1;53,73;53,07;65,53
2018;1;4;19;44,78;47,06;17,17;29,22;22,54;60,96;31,14;4,27;20,95;27,87;16,83;54,61;48,22;53,71;35,17;61,3;17,99;50,78;19,12;27,68;28,68;40,46;21,1;38,59;10,41;35,59;35,96;41,24;37,44;3,38;38,04;23,98;56,06;55,02;61,4
2018;1;4;20;45,48;48,1;15,79;27,43;22,51;61,21;31,08;4,85;21,01;29,36;16,72;51,52;49,73;48,6;38,55;63,28;21,1;49,58;19,39;25,56;30,19;35,67;22,8;39,4;11,09;35,52;36,43;39,6;38,3;3,41;34,8;25,08;58,06;57,03;57,53
2018;1;4;21;45,35;48,54;16,28;30,11;21,95;59,46;29,93;5,29;20,82;30,25;16,24;47,67;50,2;43,55;40,21;64,99;25,7;47,91;19,21;24,41;30,76;33,34;24,75;40,02;12,16;36,82;36,57;37,16;38,48;3,64;30,4;25,18;58,97;58,19;54,08
