YEAR;MONTH;DAY;PERIOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
2018;1;1;18;35476;39237;36547;39273;37292;36692;36028;37737;38978;35634;38689;38594;36726;35079;36033;37174;36054;36414;39406;38423;39192;35216;36960;37230;37680;35596;38380;37679;35854;37225;36607;37987;37359;39029;38203
2018;1;1;19;36491;40804;38356;40538;38469;38407;37390;39607;40294;36905;40399;39835;37949;36348;37619;38401;37590;37641;40707;40125;40579;36942;38646;38937;38694;36885;39886;38871;37271;38712;38446;39672;39105;40637;39816
2018;1;1;20;36911;41801;39274;41494;39135;39251;38094;40629;41230;37546;41413;40778;38781;36897;38325;39075;38273;38320;41689;41113;41754;37791;39541;39931;39277;37498;40853;39540;38039;39602;39457;40552;40039;41728;40682
2018;1;1;21;35711;40643;37880;40509;37977;37863;36810;39288;40139;36337;40184;39779;37728;35617;36928;37948;36901;37079;40700;39842;40847;36372;38209;38723;38173;36279;39706;38363;36815;38433;38148;39228;38692;40585;39370
2018;1;1;22;33969;38693;35907;38641;36145;35917;34940;37315;38256;34510;38247;37927;35891;33782;35018;36131;35036;35242;38852;37860;38995;34424;36245;36846;36357;34473;37807;36489;34951;36558;36211;37265;36745;38632;37372
2018;1;1;23;31422;35859;33215;35900;33533;33239;32344;34565;35496;31923;35457;35205;33244;31260;32426;33524;32441;32600;36094;35133;36215;31799;33547;34179;33711;31881;35077;33823;32359;33916;33534;34536;34062;35855;34546
2018;1;1;24;28991;33057;30594;33195;31000;30642;29826;31857;32806;29415;32695;32509;30651;28821;29925;31010;29942;30053;33343;32464;33440;29256;30902;31547;31157;29368;32384;31232;29844;31331;30898;31867;31449;33086;31783
2018;1;2;1;26563;25665;26122;25852;26733;26190;27039;26352;25896;26735;25287;25470;26489;26826;26430;26641;27221;27178;25620;26823;25918;26686;26829;26241;26803;26300;26255;26510;26696;26283;26838;26440;26782;26587;26113
2018;1;2;2;24529;23504;24017;23600;24698;23857;24994;24225;23652;24636;23031;23289;24324;24721;24390;24556;25131;25144;23350;24624;23481;24555;24843;23994;24481;24223;24177;24261;24435;24173;24805;24268;24714;24356;24125
2018;1;2;3;23409;22312;22861;22336;23574;22549;23869;23047;22396;23478;21773;22061;23114;23547;23261;23399;23974;24019;22082;23408;22107;23383;23746;22749;23186;23088;23026;22995;23172;23001;23685;23072;23573;23119;23032
2018;1;2;4;23002;21903;22457;21830;23172;22002;23455;22603;21923;23065;21299;21572;22644;23093;22847;22992;23531;23605;21580;22944;21531;22961;23349;22262;22668;22686;22594;22480;22636;22559;23297;22629;23144;22635;22686
2018;1;2;5;23048;22046;22597;21736;23226;21869;23512;22605;21926;23166;21305;21450;22600;23049;22886;23015;23528;23654;21510;22936;21386;23089;23397;22232;22623;22767;22579;22368;22477;22544;23399;22682;23147;22639;22824
2018;1;2;6;23951;23260;23790;22253;24082;22394;24405;23320;22778;24181;22043;21884;23221;23631;23772;23812;24263;24612;22133;23627;21732;24244;24277;22880;23266;23838;23257;22780;22819;23260;24433;23629;23849;23437;23951
2018;1;2;7;27711;27295;27807;25696;27687;26218;28138;26898;26488;27856;25796;25241;26739;27016;27475;27515;27974;28393;25873;27385;25133;28242;27895;26568;26934;27803;26787;26124;26289;26852;28314;27604;27471;27246;27850
2018;1;2;8;32553;32379;32855;30358;32358;31370;32949;31613;31319;32547;30756;29849;31440;31555;32225;32333;32800;33218;30877;32352;29849;33287;32581;31486;31821;32815;31461;30692;31059;31578;33270;32720;32247;32257;32750
2018;1;2;9;36765;36614;37071;34739;36420;36233;37149;35860;35608;36563;35267;34213;35778;35730;36369;36567;37138;37406;35498;36854;34468;37531;36663;36029;36344;37067;35662;35056;35677;35838;37469;37172;36533;36776;36796
2018;1;2;10;39047;38824;39283;37224;38619;39024;39416;38166;37972;38675;37669;36723;38199;38043;38620;38868;39497;39703;38077;39287;37079;39772;38896;38488;38805;39355;37989;37503;38334;38200;39695;39551;38869;39241;38912
2018;1;2;11;39630;39256;39728;37798;39105;39786;39924;38658;38488;39050;38149;37390;38774;38593;39139;39454;40041;40263;38706;39819;37578;40204;39434;38997;39296;39942;38558;38035;39030;38776;40211;40101;39409;39778;39418
2018;1;2;12;40244;39631;40060;38844;39832;40865;40552;39465;39146;39472;39019;38601;39729;39483;39770;40368;40872;40826;39686;40774;38748;40557;40110;39878;40177;40422;39476;39162;40224;39642;40791;40757;40318;40510;40020
2018;1;2;13;38100;37365;37845;36183;37574;38205;38324;37022;36587;37124;36201;36048;37281;37042;37455;38033;38341;38641;37045;38144;35631;38310;38006;37151;37316;38364;37174;36352;37536;37280;38687;38353;37954;38020;37939
2018;1;2;14;37207;36566;37022;34954;36741;36962;37439;35994;35437;36131;35059;34932;36212;35881;36511;37209;37320;37757;35894;37129;34122;37469;37236;35923;35997;37518;36259;35035;36211;36292;38001;37431;37071;36945;37357
2018;1;2;15;37817;37185;37631;35483;37351;37599;38092;36628;35878;36660;35807;35498;36846;36418;37091;37901;38002;38331;36544;37882;34695;38085;37880;36622;36565;38113;36883;35575;36788;36895;38729;38097;37792;37570;38097
2018;1;2;16;38403;37787;38218;36107;37944;38274;38722;37291;36405;37244;36568;36117;37516;37034;37656;38533;38660;38878;37230;38609;35430;38687;38476;37369;37239;38690;37512;36232;37458;37501;39371;38753;38469;38231;38722
2018;1;2;17;39659;39049;39447;37743;39246;39901;40074;38832;37800;38623;38290;37653;39075;38559;38936;39844;40149;40090;38839;40229;37445;39963;39735;39126;38983;39873;38928;37975;39177;38913;40613;40151;39933;39792;39835
2018;1;2;18;42759;42505;42696;41822;42640;43557;43371;42560;41581;42232;42375;41514;42785;42220;42200;43172;43587;43193;42674;44011;42187;43239;42936;43144;43111;42847;42468;42133;43036;42419;43714;43565;43410;43518;42899
2018;1;2;19;43751;43810;43959;43337;43815;44706;44488;43910;43183;43793;43939;42729;44030;43606;43396;44136;44792;44240;43970;45287;44203;44564;43887;44667;44859;43798;43568;43810;44356;43580;44629;44733;44476;44864;43751
2018;1;2;20;43542;43522;43730;43235;43623;44538;44237;43704;43138;43661;43653;42534;43837;43550;43233;43876;44581;43994;43742;45017;44159;44386;43566;44429;44784;43568;43331;43791;44274;43386;44312;44456;44200;44613;43382
2018;1;2;21;41204;40834;41117;40558;41179;42004;41759;41100;40388;40955;40720;40033;41299;41050;40744;41507;42017;41559;41069;42364;41089;41769;41222;41590;41896;41232;40908;41032;41769;40925;41951;41866;41773;41909;41002
2018;1;2;22;38172;37439;37770;37430;38129;38781;38641;37964;37092;37702;37353;37055;38217;38048;37650;38506;38872;38439;37827;39136;37713;38377;38216;38282;38516;38078;37903;37867;38723;37882;38812;38555;38741;38580;37905
2018;1;2;23;34022;33032;33443;33016;33956;34217;34433;33647;32688;33468;32765;32762;33919;33854;33477;34275;34572;34295;33303;34640;32999;34020;34126;33745;33939;33871;33681;33446;34311;33640;34589;34123;34474;34100;33728
2018;1;2;24;30245;29017;29498;29032;30167;30068;30616;29750;28696;29617;28646;28883;30015;30050;29700;30453;30689;30529;29216;30597;28770;30033;30403;29668;29812;30012;29862;29461;30317;29799;30727;30101;30624;30046;29929
2018;1;3;1;26427;26032;26567;25874;26400;26745;26269;26201;25799;26303;25835;25772;25897;25911;26729;25991;26726;26449;26271;25882;25532;26073;26132;26474;26280;26123;26397;25681;26218;25968;26612;26714;26441;26121;25643
2018;1;3;2;24398;23923;24554;23540;24222;24727;24139;24115;23498;24229;23559;23414;23728;23719;24602;23840;24633;24481;23971;23672;23184;23873;23987;24370;24056;23824;24379;23537;24095;23893;24440;24557;24345;23954;23291
2018;1;3;3;23281;22766;23457;22222;23010;23615;22966;22959;22210;23092;22294;22093;22531;22487;23422;22666;23487;23405;22680;22448;21872;22665;22791;23202;22812;22543;23266;22332;22909;22745;23245;23366;23199;22759;21978
2018;1;3;4;22906;22367;23086;21667;22554;23215;22531;22524;21712;22680;21831;21564;22091;21979;22955;22277;23065;23025;22153;21994;21346;22239;22326;22746;22304;22023;22883;21860;22456;22319;22805;22925;22808;22307;21480
2018;1;3;5;23075;22499;23251;21466;22532;23261;22606;22513;21698;22774;21912;21482;22131;21796;22911;22465;23162;23120;22056;22056;21257;22376;22282;22711;22215;21933;22963;21755;22407;22328;22868;23003;22958;22338;21471
2018;1;3;6;24348;23619;24508;21638;23277;24061;23707;23198;22441;23778;22901;22017;23055;22077;23534;23818;24247;24220;22536;23132;21783;23706;22947;23346;22744;22591;23938;22260;22935;23108;23841;23991;24191;23181;22341
2018;1;3;7;28220;27546;28514;24933;27006;27614;27753;26721;26108;27610;26715;25546;26953;25495;27118;28109;28119;28105;25987;27156;25395;27976;26462;26931;26298;26455;27649;25750;26211;26673;27712;27799;28280;27058;26330
2018;1;3;8;33047;32515;33498;29598;31913;32242;32866;31368;30954;32492;31657;30343;32001;30217;31890;33399;33011;32985;30706;32278;30285;33277;31117;31675;31082;31632;32398;30436;30651;31346;32670;32666;33367;32107;31548
2018;1;3;9;36962;36699;37586;34226;36313;36297;37235;35557;35335;36687;35963;34858;36427;34778;36270;37718;37188;37058;35197;36651;34918;37662;35367;36008;35576;36389;36416;34793;34761;35507;36988;36895;37577;36584;36222
2018;1;3;10;39028;38854;39718;36899;38782;38442;39599;37830;37739;38894;38212;37375;38847;37448;38708;39951;39424;39258;37692;39030;37493;40028;37741;38387;38112;39141;38579;37287;37031;37794;39291;39121;39780;38993;38819
2018;1;3;11;39443;39260;40167;37562;39435;38906;40152;38352;38215;39332;38585;37882;39421;38209;39308;40420;39881;39797;38222;39602;38051;40582;38306;38951;38714;39916;39080;37976;37529;38346;39789;39544;40260;39540;39475
2018;1;3;12;39589;39685;40424;39042;40355;39590;40568;39204;38981;39843;39087;38973;40082;39559;40178;40719;40245;40161;39258;40058;39158;40792;39153;39837;39733;40816;39703;39068;38523;39121;40349;40007;40614;40275;40274
2018;1;3;13;37616;37358;38392;36159;38021;37285;38297;36748;36294;37492;36458;36098;37755;36935;37750;38414;38033;38142;36498;37803;36271;38696;36714;37380;37107;38519;37567;36511;36041;36869;37961;37578;38432;37878;37673
2018;1;3;14;36868;36481;37699;34812;37062;36339;37399;35704;35082;36609;35345;34827;36825;35738;36649;37636;37121;37360;35197;36852;34980;37841;35593;36295;35907;37402;36859;35384;34937;35936;36944;36511;37654;36901;36528
2018;1;3;15;37343;37111;38317;35435;37635;36955;37990;36304;35591;37259;35910;35425;37476;36359;37242;38272;37681;37882;35795;37334;35648;38358;36119;36928;36502;37960;37485;35918;35524;36529;37537;37066;38263;37600;37083
2018;1;3;16;37826;37734;38879;36163;38218;37582;38560;36939;36203;37882;36554;36123;38103;37003;37866;38848;38257;38367;36506;37863;36398;38869;36717;37590;37154;38573;38063;36477;36181;37136;38170;37682;38837;38301;37687
2018;1;3;17;38858;39073;39998;38052;39554;38994;39781;38429;37793;39251;38123;37922;39459;38589;39375;40016;39550;39393;38320;39081;38240;39950;38192;39133;38794;40008;39248;37889;37780;38516;39600;39139;40002;39810;39145
2018;1;3;18;41920;42565;43001;42418;42926;42442;42926;42089;41856;42686;42138;42376;42865;42268;42891;43226;42865;42212;42572;42310;42606;42885;41877;42735;42640;43350;42532;41448;41693;42030;43111;42774;43100;43314;42824
2018;1;3;19;43200;43940;44051;43899;44004;43707;44053;43396;43598;43967;43929;44116;43990;43372;44092;44446;44148;43202;44197;43565;44201;44070;43226;43983;44021;44394;43556;42624;43130;43156;44468;44310;44250;44513;44189
2018;1;3;20;43061;43691;43735;43808;43863;43522;43802;43186;43579;43679;43802;43986;43738;43253;43935;44183;43923;43000;44050;43468;43942;43973;43082;43779;43887;44304;43259;42525;43033;42888;44272;44148;44010;44234;44061
2018;1;3;21;40570;40993;41277;41148;41471;41041;41274;40614;40738;41059;40874;41089;41211;40843;41470;41500;41360;40654;41254;40960;41025;41478;40508;41216;41261;41920;40854;40083;40503;40457;41627;41394;41461;41607;41345
2018;1;3;22;37317;37659;38033;38081;38345;38008;37982;37553;37385;37830;37397;37782;37987;37877;38418;38053;38107;37535;38036;37605;37709;38013;37406;38121;38103;38654;37793;37116;37533;37451;38317;38059;38134;38297;37913
2018;1;3;23;33194;33294;33855;33533;34015;33852;33665;33314;32854;33542;32861;33151;33603;33519;34144;33592;33862;33458;33537;33223;33067;33611;33149;33826;33682;34158;33650;32861;33314;33270;33944;33704;33824;33851;33301
2018;1;3;24;29406;29341;30043;29439;30066;30088;29731;29492;28755;29675;28738;28980;29619;29585;30278;29543;29996;29742;29476;29197;28907;29539;29288;29954;29691;30009;29886;29026;29490;29483;29961;29757;29892;29815;29083
2018;1;4;1;26178;26280;26353;26063;26222;26315;27028;26162;25911;26644;26143;25356;26866;25804;26550;26206;26810;27167;25898;26942;25664;26361;26047;26523;26110;26427;26647;25975;25820;25638;26736;26538;27295;26170;26084
2018;1;4;2;24158;24136;24350;23633;24176;24140;24893;24025;23753;24647;23922;23000;24586;23547;24455;24080;24712;25049;23566;24980;23427;24331;23743;24239;23882;24343;24539;23646;23785;23577;24681;24386;25262;24034;23948
2018;1;4;3;23057;22957;23251;22257;23040;22922;23707;22836;22549;23558;22694;21676;23319;22277;23294;22904;23553;23870;22263;23903;22173;23223;22448;22968;22635;23197;23374;22330;22652;22434;23549;23204;24146;22860;22753
2018;1;4;4;22677;22534;22858;21680;22624;22432;23251;22392;22084;23185;22252;21140;22821;21752;22847;22472;23113;23389;21734;23529;21671;22844;21902;22456;22138;22771;22947;21776;22238;22019;23148;22757;23754;22423;22307
2018;1;4;5;22794;22652;22950;21507;22632;22340;23242;22398;22059;23325;22354;21034;22782;21600;22843;22529;23136;23337;21647;23595;21573;22981;21727;22397;22074;22814;22963;21573;22206;22025;23228;22812;23850;22484;22269
2018;1;4;6;23833;23759;24033;21766;23404;22814;24002;23159;22777;24477;23405;21612;23504;21986;23563;23476;23978;23992;22190;24450;22058;24139;21980;22943;22670;23643;23816;21728;22897;22743;24124;23727;24878;23497;23029
2018;1;4;7;27672;27699;27817;25089;27022;26136;27635;26623;26281;28325;27251;25341;27409;25391;27039;27278;27678;27535;25846;28100;25506;28103;25318;26523;26187;27355;27635;24971;26470;26291;27763;27575;28867;27501;26784
2018;1;4;8;32538;32704;32570;29760;31698;30656;32385;31196;30919;33158;32184;30334;32537;30075;31632;32145;32450;32250;30789;32805;30217;33058;29997;31357;30883;32197;32571;29574;31157;30953;32431;32547;33885;32649;31695
2018;1;4;9;36645;36945;36593;34391;35850;34910;36659;35286;35111;37165;36418;34985;37216;34575;35754;36378;36664;36574;35443;36874;34656;37207;34600;35914;35261;36479;36910;34173;35325;35083;36470;36906;38168;37094;36051
2018;1;4;10;38781;39162;38736;37034;38115;37295;39008;37529;37452;39257;38613;37654;39824;37193;38023;38666;38970;39031;38044;39033;37168;39388;37229;38383;37695;38776;39292;36829;37682;37338;38571;39224;40448;39502;38530
2018;1;4;11;39217;39575;39212;37595;38667;37845;39543;37995;37977;39690;38978;38327;40465;37872;38513;39190;39505;39627;38621;39549;37782;39880;37872;38867;38239;39263;39881;37485;38331;37893;38971;39681;41019;40092;39225
2018;1;4;12;39720;39982;39567;38944;39455;38850;40261;38711;38763;40021;39448;39432;41405;39087;39227;39760;40166;40375;39673;40354;38891;40273;39190;39827;39197;39970;40672;38920;39307;38809;39591;40226;41648;40589;40104
2018;1;4;13;37457;37642;37406;35880;37003;36259;37823;36335;36355;37990;36946;36706;38801;36476;36888;37410;37889;38125;36931;38101;36321;38150;36367;36969;36547;37609;38276;35998;37014;36503;37199;37789;39440;38433;37743
2018;1;4;14;36667;36757;36508;34394;36008;35022;36713;35296;35324;37245;35946;35487;37698;35259;35836;36383;36912;37041;35697;37361;35155;37364;34998;35650;35319;36682;37373;34571;36179;35631;36243;36759;38691;37546;36807
2018;1;4;15;37336;37370;37028;34966;36592;35539;37270;35818;35838;37842;36537;36009;38394;35816;36359;36908;37491;37557;36370;38064;35725;38005;35604;36342;35891;37381;38006;35166;36772;36253;36861;37392;39400;38168;37355
2018;1;4;16;37953;37987;37556;35700;37160;36171;37877;36414;36414;38414;37183;36621;39089;36455;36951;37465;38090;38134;37108;38696;36379;38593;36327;37118;36551;38062;38601;35879;37316;36877;37503;38050;40020;38776;37876
2018;1;4;17;39247;39344;38742;37701;38497;37808;39337;37888;37866;39594;38682;38196;40654;38093;38405;38783;39466;39574;38888;39967;38020;39775;38197;39003;38199;39524;39909;37785;38523;38247;38936;39548;41239;40065;39066
2018;1;4;18;42529;42841;41897;42435;41900;41758;42878;41725;41664;42712;42562;42186;44279;42049;42031;42160;42790;43001;43017;43130;42016;42768;42435;43225;42173;43010;43272;42151;41780;41715;42464;43139;44172;43186;42263
2018;1;4;19;43707;44239;43094;44294;43120;43262;44234;43205;43037;43821;44214;43622;45484;43345;43417;43494;43995;44200;44499;44080;43370;43826;43914;44897;43682;44228;44347;43711;42694;42819;43889;44549;45036;44214;43275
2018;1;4;20;43428;43997;42854;44253;42949;43181;44110;43046;42842;43548;44017;43526;45308;43200;43309;43409;43852;44063;44303;43784;43204;43588;43782;44700;43531;43954;44068;43650;42470;42608;43750;44328;44737;43958;43168
2018;1;4;21;40912;41293;40378;41308;40433;40585;41529;40438;40276;41115;41160;40782;42713;40656;40796;40848;41399;41628;41521;41453;40615;41168;41114;41795;40793;41385;41545;40960;40176;40193;41137;41626;42342;41514;40813
2018;1;4;22;37742;37907;37256;38054;37404;37550;38380;37326;37182;37951;37718;37471;39451;37609;37723;37638;38275;38550;38226;38497;37525;38008;38025;38480;37611;38204;38378;37911;37267;37183;37982;38298;39193;38230;37734
2018;1;4;23;33506;33521;33167;33384;33221;33273;34116;33072;32912;33819;33242;32864;34905;33222;33527;33353;34057;34344;33617;34390;33120;33821;33540;33917;33220;33901;34062;33403;33129;32976;33755;33886;34968;33884;33466
2018;1;4;24;29671;29529;29449;29186;29464;29406;30245;29210;29049;30048;29170;28698;30780;29251;29712;29465;30215;30515;29457;30674;29136;30003;29497;29811;29259;30005;30164;29353;29396;29162;29925;29893;31140;29899;29576
2018;1;5;1;26289;26084;26760;25246;26115;25965;26405;25267;26330;26666;26027;25449;26548;25887;26686;26256;26240;26917;25852;26432;25776;26771;26044;26199;26091;26236;26422;25919;26155;25498;26460;26602;27288;27238;26228
2018;1;5;2;24261;23855;24661;22875;23886;23713;24195;22946;24049;24537;23853;22921;24333;23562;24552;24093;24205;24785;23682;24265;23311;24732;23715;24052;23926;23976;24486;23571;23988;23378;24290;24550;25285;25046;24199
2018;1;5;3;23148;22632;23483;21525;22639;22451;22974;21647;22762;23359;22654;21500;23110;22255;23363;22895;23090;23598;22487;23072;21915;23608;22408;22871;22726;22718;23428;22247;22783;22203;23089;23425;24185;23818;23072
2018;1;5;4;22769;22186;23008;20965;22162;21953;22509;21140;22248;22902;22219;20913;22651;21718;22909;22442;22703;23120;22052;22655;21306;23185;21876;22439;22265;22212;23092;21695;22329;21773;22638;23007;23798;23297;22685
2018;1;5;5;22903;22303;22878;20781;22135;21895;22557;21078;22177;22888;22291;20774;22701;21586;22902;22474;22827;23075;22123;22789;21078;23185;21799;22512;22250;22138;23276;21522;22308;21775;22665;23075;23898;23152;22740
2018;1;5;6;24075;23494;23238;21081;22818;22501;23544;21676;22760;23609;23256;21235;23653;22023;23603;23382;23986;23685;23125;23943;21185;23897;22328;23414;22979;22813;24611;21772;23050;22503;23469;24033;25053;23441;23698
2018;1;5;7;28043;27586;26513;24346;26335;26068;27508;25330;26150;27269;27050;25008;27457;25499;27099;27116;27910;27136;27116;27830;24461;27404;25818;27195;26654;26611;28672;25114;26815;26150;27166;27889;29047;26667;27519
2018;1;5;8;33017;32762;30996;28905;30996;30860;32604;30241;30707;32053;31933;30164;32335;30257;31715;31950;32821;31748;32222;32731;29150;32006;30560;32070;31498;31657;33668;29779;31757;30931;31992;32824;34014;31159;32380
2018;1;5;9;37133;37144;35276;33381;35240;35280;37042;34794;34952;36373;36151;35064;36625;34809;35877;36199;36937;35999;36624;36870;33930;36135;35027;36344;35875;36283;37652;34363;36165;35194;36301;37105;38198;35563;36532
2018;1;5;10;39276;39465;37734;35989;37584;37757;39461;37325;37334;38723;38376;37833;38946;37401;38172;38516;39132;38354;38958;39032;36676;38384;37490;38566;38282;38908;39745;36991;38638;37512;38626;39383;40448;38046;38802
2018;1;5;11;39735;39912;38381;36629;38087;38322;39999;37881;37816;39252;38815;38489;39403;38008;38665;39019;39640;38862;39487;39404;37261;38927;37952;38969;38844;39594;40253;37596;39270;38064;39102;39873;41033;38612;39411
2018;1;5;12;40071;40207;39554;37943;38945;39280;40529;38927;38689;40056;39369;39685;39937;39167;39520;39578;39996;39659;40073;39765;38720;39725;38901;39593;39709;40461;40493;38949;40189;39013;39817;40379;41392;39733;40085
2018;1;5;13;37907;37872;37048;35045;36346;36699;38177;36207;35973;37518;36961;36720;37482;36364;37086;37227;37927;37213;37705;37388;35542;37390;36035;37026;37252;38021;38613;35989;37774;36572;37334;38099;39263;37061;37814
2018;1;5;14;37137;36896;35881;33619;35171;35563;37196;35028;34675;36418;35970;35289;36374;35044;36078;36189;37140;36067;36780;36446;33962;36387;34709;36000;36231;36880;38061;34590;36849;35637;36272;37173;38407;35694;37006
2018;1;5;15;37758;37456;36463;34080;35685;36136;37780;35691;35108;37034;36536;35849;36912;35594;36657;36703;37723;36632;37425;37011;34597;36974;35288;36698;36860;37449;38635;35189;37459;36307;36895;37838;38957;36290;37567
2018;1;5;16;38330;38058;37096;34705;36297;36775;38383;36414;35695;37684;37155;36565;37516;36253;37278;37273;38270;37271;38069;37603;35400;37586;35989;37411;37508;38067;39109;35908;38045;36964;37547;38476;39459;37015;38065
2018;1;5;17;39484;39412;38659;36492;37856;38366;39755;38127;37337;39209;38586;38425;38986;37993;38784;38667;39420;38859;39452;38967;37571;38999;37825;38993;39006;39551;39971;37809;39385;38418;39078;39852;40528;38874;39148
2018;1;5;18;42567;42929;42333;40999;41817;42273;43167;42262;41558;42833;42260;42790;42688;42220;42538;42228;42441;42585;42895;42604;42453;42399;42198;42771;42677;43038;42620;42266;42827;42033;42750;43146;43334;42939;42173
2018;1;5;19;43694;44409;43550;42695;43417;43727;44452;43775;43365;44182;43736;44523;44226;43788;43924;43613;43490;44005;44109;44154;44323;43571;44024;44286;43910;44228;43470;43928;43925;43204;44173;44320;44291;44444;43157
2018;1;5;20;43432;44213;43436;42681;43359;43604;44265;43622;43354;44004;43570;44532;44111;43675;43781;43460;43231;43870;43830;43966;44216;43388;43934;44022;43659;44089;43192;43855;43758;42992;44037;44022;44016;44335;42960
2018;1;5;21;40933;41444;40992;39926;40655;40919;41671;40842;40523;41398;40888;41628;41381;40922;41201;40876;40816;41302;41209;41191;41219;41008;41009;41213;41081;41576;40883;41049;41308;40493;41373;41441;41596;41716;40573
2018;1;5;22;37697;37922;38087;36837;37465;37685;38320;37549;37288;38253;37591;38128;38052;37729;38077;37645;37654;38206;37894;37803;37948;38062;37670;37894;37931;38317;37724;37887;38170;37431;38129;38217;38441;38695;37512
2018;1;5;23;33490;33422;33903;32337;33092;33236;33896;32944;32889;33935;33210;33257;33660;33203;33796;33339;33500;33958;33462;33434;33213;33949;33099;33470;33571;33869;33644;33305;33793;33102;33755;33945;34337;34392;33358
2018;1;5;24;29660;29302;30127;28280;29128;29207;29854;28778;28914;30036;29227;28830;29669;29120;29900;29415;29706;30104;29443;29463;28970;30222;28979;29483;29631;29798;29919;29197;29826;29191;29791;30081;30605;30504;29600
2018;1;6;1;27082;27545;29052;28490;29080;28834;26841;29304;29906;28097;28877;30296;26904;30245;28530;28262;27070;28131;28375;26909;30064;28094;29637;28110;29236;27560;27222;29704;28352;28502;27889;26951;27459;27946;27919
